category,topic,level,word_es,translation_ru,source
Люди,Семья,A1,la nieta,внучка,Claude (proespanol.ru)
Люди,Семья,A1,la prima,двоюродная сестра,Claude (proespanol.ru)
Люди,Семья,A1,la sobrina,племянница,Claude (proespanol.ru)
Люди,Семья,A1,la tía,тетя,Claude (proespanol.ru)
Люди,Семья,A1,los padres,родители,Claude (proespanol.ru)
Люди,Семья,A1,madre,мать,пользователь
Люди,Семья,A1,nieta,внучка,пользователь
Люди,Семья,A1,nieto,внук,пользователь
Люди,Семья,A1,padre,отец,пользователь
Люди,Семья,A1,padres,родители,пользователь
Люди,Семья,A1,prima,двоюродная сестра,пользователь
Люди,Семья,A1,primo,двоюродный брат,пользователь
Люди,Семья,A1,sobrina,племянница,пользователь
Люди,Семья,A1,sobrino,племянник,пользователь
Люди,Семья,A1,tía,тётя,пользователь
Люди,Семья,A1,tío,дядя,пользователь
Люди,Семья,A2,bisabuela,прабабушка,пользователь
Люди,Семья,A2,bisabuelo,прадедушка,пользователь
Люди,Семья,A2,cuñada,"золовка, невестка",пользователь
Люди,Семья,A2,cuñado,"зять, шурин",пользователь
Люди,Семья,A2,el pariente,родственник,Claude (proespanol.ru)
Люди,Семья,A2,el suegro,тесть,Claude (proespanol.ru)
Люди,Семья,A2,hijastra,падчерица,пользователь
Люди,Семья,A2,hijastro,пасынок,пользователь
Люди,Семья,A2,la suegra,теща,Claude (proespanol.ru)
Люди,Семья,A2,madrastra,мачеха,пользователь
Люди,Семья,A2,nuera,"невестка, сноха",пользователь
Люди,Семья,A2,padrastro,отчим,пользователь
Люди,Семья,A2,recién casados,молодожены,Claude (proespanol.ru)
Люди,Семья,A2,suegra,"тёща, свекровь",пользователь
Люди,Семья,A2,suegro,"тесть, свёкор",пользователь
Люди,Семья,A2,yerno,зять,пользователь
Люди,Семья,B1,el padrino,крестный отец,Claude (proespanol.ru)
Люди,Семья,B1,la madrina,крестная мать,Claude (proespanol.ru)
Люди,Семья,B2,el huérfano,сирота,Claude (proespanol.ru)
Люди,Семья,A2,casarse,"жениться, выходить замуж",Claude (proespanol.ru)
Люди,Семья,A2,la esposa,жена,Claude (proespanol.ru)
Люди,Состояния,A2,aburrimiento,скука,пользователь
Люди,Состояния,A2,alegría,радость,пользователь
Люди,Состояния,A2,desesperación,отчаяние,пользователь
Люди,Состояния,A2,felicidad,счастье,пользователь
Люди,Состояния,A2,horror,ужас,пользователь
Люди,Состояния,A2,miedo,страх,пользователь
Люди,Состояния,A2,preocupación,беспокойство,пользователь
Люди,Состояния,A2,rabia,"ярость, злость",пользователь
Люди,Состояния,A2,tranquilidad,спокойствие,пользователь
Люди,Состояния,A2,tristeza,"грусть, печаль",пользователь
Люди,Состояния,A2,vergüenza,стыд,пользователь
Люди,Состояния,B1,agobio,стресс (подавленность),пользователь
Люди,Состояния,B1,alivio,облегчение,пользователь
Люди,Состояния,B1,angustia,тоска (тревога),пользователь
Люди,Состояния,B1,ansiedad,тревога,пользователь
Люди,Состояния,B1,decepción,разочарование,пользователь
Люди,Состояния,B1,depresión,депрессия,пользователь
Люди,Состояния,B1,estrés,стресс,пользователь
Люди,Состояния,B1,euforia,эйфория,пользователь
Люди,Состояния,B1,impotencia,беспомощность,пользователь
Люди,Состояния,B1,indiferencia,безразличие,пользователь
Люди,Состояния,B1,indignación,возмущение,пользователь
Люди,Состояния,B1,tensión,напряжение,пользователь
Люди,Тело,A1,el cuello,шея,Claude (proespanol.ru)
Люди,Тело,A1,el cuerpo,тело,Claude (proespanol.ru)
Люди,Тело,A1,el pecho,грудь,Claude (proespanol.ru)
Люди,Тело,A1,el talón,пятка,Claude (proespanol.ru)
Люди,Тело,A1,la cadera,бедро,Claude (proespanol.ru)
Люди,Тело,A1,la frente,лоб,Claude (proespanol.ru)
Люди,Тело,A1,la palma,ладонь,Claude (proespanol.ru)
Люди,Тело,A1,Las partes del cuerpo,части тела,Claude (proespanol.ru)
Люди,Тело,A2,el brazo,рука,Claude (proespanol.ru)
Люди,Тело,A2,el dedo,палец,Claude (proespanol.ru)
Люди,Тело,A2,el dedo del pie,пальцы ног,Claude (proespanol.ru)
Люди,Тело,A2,el ojo,глаз,Claude (proespanol.ru)
Люди,Тело,A2,el ombligo,пупок,Claude (proespanol.ru)
Люди,Тело,A2,el pie,ступня,Claude (proespanol.ru)
Люди,Тело,A2,el pulgar,большой палец,Claude (proespanol.ru)
Люди,Тело,A2,la boca,рот,Claude (proespanol.ru)
Люди,Тело,A2,la cabeza,голова,Claude (proespanol.ru)
Люди,Тело,A2,la cara,лицо,Claude (proespanol.ru)
Люди,Тело,A2,la espalda,спина,Claude (proespanol.ru)
Люди,Тело,A2,la garganta,горло,Claude (proespanol.ru)
Люди,Тело,A2,la mano,кисть,Claude (proespanol.ru)
Люди,Тело,A2,la muñeca,запястье,Claude (proespanol.ru)
Люди,Тело,A2,la nariz,нос,Claude (proespanol.ru)
Люди,Тело,A2,la oreja,ухо,Claude (proespanol.ru)
Люди,Тело,A2,la pierna,нога,Claude (proespanol.ru)
Люди,Тело,B1,anatomía del cuerpo humano,анатомия человека,Claude (proespanol.ru)
Люди,Тело,B1,el abdomen,брюшная полость,Claude (proespanol.ru)
Люди,Тело,B1,el antebrazo,предплечье,Claude (proespanol.ru)
Люди,Тело,B1,el codo,локоть,Claude (proespanol.ru)
Люди,Тело,B1,el hombro,плечо,Claude (proespanol.ru)
Люди,Тело,B1,el tobillo,"щиколотка, лодыжка",Claude (proespanol.ru)
Люди,Тело,B1,la barbilla,подбородок,Claude (proespanol.ru)
Люди,Тело,B1,la ceja,бровь,Claude (proespanol.ru)
Люди,Тело,B1,la mejilla,щека,Claude (proespanol.ru)
Люди,Тело,B1,la rodilla,колено,Claude (proespanol.ru)
Люди,Тело,B2,el muslo,"бедро, ляжка",Claude (proespanol.ru)
Люди,Тело,B2,el seno,грудь (женская),Claude (proespanol.ru)
Люди,Тело,B1,el mentón,подбородок,Claude (proespanol.ru)
Люди,Тело,B2,el pene,пенис,Claude (proespanol.ru)
Люди,Тело,B2,la antepierna,нога,Claude (proespanol.ru)
Люди,Тело,B2,la canilla,берцовая кость,Claude (proespanol.ru)
Люди,Тело,B1,la ingle,пах,Claude (proespanol.ru)
Люди,Тело,B1,la nalga,ягодица,Claude (proespanol.ru)
Люди,Тело,B1,la pantorrilla,икра (ноги),Claude (proespanol.ru)
Люди,Тело,A1,los dedos,пальцы,Claude (proespanol.ru)
Люди,Тело,A1,los labios,губы,Claude (proespanol.ru)
Люди,Характер,A1,amable,дружелюбный,Claude (proespanol.ru)
Люди,Характер,A1,autónomo,самостоятельный,Claude (proespanol.ru)
Люди,Характер,A1,comunicativo,общительный,Claude (proespanol.ru)
Люди,Характер,A1,cortés,вежливый,Claude (proespanol.ru)
Люди,Характер,A1,el carácter,характер,Claude (proespanol.ru)
Люди,Характер,A1,justo,справедливый,Claude (proespanol.ru)
Люди,Характер,A1,orgulloso,гордый,Claude (proespanol.ru)
Люди,Характер,A1,seguro de si mismo,уверенный в себе,Claude (proespanol.ru)
Люди,Характер,A1,sensible,чувствительный,Claude (proespanol.ru)
Люди,Характер,A2,abierto,"открытый, общительный",пользователь
Люди,Характер,A2,aburrido,"скучный, зануда",пользователь
Люди,Характер,A2,alegre,весёлый,пользователь
Люди,Характер,A2,antipático,неприятный,пользователь
Люди,Характер,A2,bueno,добрый,пользователь
Люди,Характер,A2,cariñoso,ласковый,пользователь
Люди,Характер,A2,cobarde,трусливый,пользователь
Люди,Характер,A2,desagradable,противный,пользователь
Люди,Характер,A2,divertido,"весёлый, забавный",пользователь
Люди,Характер,A2,débil,слабохарактерный,пользователь
Люди,Характер,A2,encantador,очаровательный,пользователь
Люди,Характер,A2,fuerte,сильный,пользователь
Люди,Характер,A2,malo,злой,пользователь
Люди,Характер,A2,nervioso,нервный,пользователь
Люди,Характер,A2,pesado,занудный,пользователь
Люди,Характер,A2,seco,"сухой, резкий",пользователь
Люди,Характер,A2,serio,серьёзный,пользователь
Люди,Характер,A2,simpático,симпатичный,пользователь
Люди,Характер,A2,sincero,искренний,Claude (proespanol.ru)
Люди,Характер,A2,sociable,общительный,пользователь
Люди,Характер,A2,trabajador,трудолюбивый,пользователь
Люди,Характер,A2,tranquilo,спокойный,пользователь
Люди,Характер,A2,vago,ленивый,пользователь
Люди,Характер,A2,valiente,смелый,пользователь
Люди,Характер,B1,acomplejado,закомплексованный,пользователь
Люди,Характер,B1,ambicioso,амбициозный,пользователь
Люди,Характер,B1,austero,строгий (аскетичный),пользователь
Люди,Характер,B1,autoritario,авторитарный,пользователь
Люди,Характер,B1,blando,мягкотелый,пользователь
Люди,Характер,B1,borde,грубый (хамоватый),пользователь
Люди,Характер,B1,bruto,грубый (неотёсанный),пользователь
Люди,Характер,B1,callado,молчаливый,пользователь
Люди,Характер,B1,celoso,ревнивый,пользователь
Люди,Характер,B1,cerrado,замкнутый,пользователь
Люди,Характер,B1,confiado,доверчивый,пользователь
Люди,Характер,B1,desconfiado,недоверчивый,пользователь
Люди,Характер,B1,duro,суровый (жёсткий),пользователь
Люди,Характер,B1,entrañable,задушевный,пользователь
Люди,Характер,B1,especial,особенный,пользователь
Люди,Характер,B1,falso,лицемерный,пользователь
Люди,Характер,B1,fiel,верный,пользователь
Люди,Характер,B1,flaco,худой,пользователь
Люди,Характер,B1,generoso,щедрый,пользователь
Люди,Характер,B1,hablador,болтливый,пользователь
Люди,Характер,B1,honrado,честный,пользователь
Люди,Характер,B1,impulsivo,импульсивный,пользователь
Люди,Характер,B1,independiente,независимый,пользователь
Люди,Характер,B1,infiel,неверный (изменяющий),пользователь
Люди,Характер,B1,ingenuo,наивный,пользователь
Люди,Характер,B1,inmaduro,незрелый,пользователь
Люди,Характер,B1,irresponsable,безответственный,пользователь
Люди,Характер,B1,maduro,зрелый,пользователь
Люди,Характер,B1,majo,симпатичный (приятный),пользователь
Люди,Характер,B1,maleducado,невоспитанный,пользователь
Люди,Характер,B1,mediocre,посредственный,пользователь
Люди,Характер,B1,mentiroso,лживый,Claude (proespanol.ru)
Люди,Характер,B1,mezquino,мелочный (скупой),пользователь
Люди,Характер,B1,mimado,избалованный,пользователь
Люди,Характер,B1,modesto,скромный,пользователь
Люди,Характер,B1,posesivo,собственник (по характеру),пользователь
Люди,Характер,B1,presumido,хвастливый,пользователь
Люди,Характер,B1,promiscuo,распущенный,пользователь
Люди,Характер,B1,razonable,разумный,Claude (proespanol.ru)
Люди,Характер,B1,reservado,сдержанный,пользователь
Люди,Характер,B1,responsable,ответственный,пользователь
Люди,Характер,B1,sencillo,простой (непритязательный),пользователь
Люди,Характер,B1,sensato,благоразумный,пользователь
Люди,Характер,B1,tacaño,жадный (скупой),пользователь
Люди,Характер,B1,tierno,нежный,пользователь
Люди,Характер,B1,tímido,застенчивый,пользователь
Люди,Характер,B2,ahorrativo,"прижимистый, скупой",пользователь
Люди,Характер,B2,aprensivo,мнительный,пользователь
Люди,Характер,B2,autosuficiente,самодостаточный,пользователь
Люди,Характер,B2,basto,грубый,пользователь
Люди,Характер,B2,bondadoso,добродушный,Claude (proespanol.ru)
Люди,Характер,B2,cabezón,упрямый,пользователь
Люди,Характер,B2,cansino,"утомительный, нудный",пользователь
Люди,Характер,B2,chulo,"нахальный, выпендрёжный",пользователь
Люди,Характер,B2,complicado,сложный (о характере),пользователь
Люди,Характер,B2,consumista,помешанный на покупках,пользователь
Люди,Характер,B2,delicado,"деликатный, чувствительный",пользователь
Люди,Характер,B2,discreto,"сдержанный, тактичный",пользователь
Люди,Характер,B2,dominante,властный,пользователь
Люди,Характер,B2,emprendedor,предприимчивый,пользователь
Люди,Характер,B2,fanfarrón,хвастливый,пользователь
Люди,Характер,B2,grosero,грубый,Claude (proespanol.ru)
Люди,Характер,B2,honesto,честный,пользователь
Люди,Характер,B2,humilde,скромный,пользователь
Люди,Характер,B2,lanzado,"смелый, дерзкий",пользователь
Люди,Характер,B2,legal,"надёжный, порядочный",пользователь
Люди,Характер,B2,marujo,сплетник,пользователь
Люди,Характер,B2,moderado,умеренный,пользователь
Люди,Характер,B2,patético,жалкий,пользователь
Люди,Характер,B2,prepotente,высокомерный,пользователь
Люди,Характер,B2,realista,"приземлённый, реалист",пользователь
Люди,Характер,B2,riguroso,строгий,Claude (proespanol.ru)
Люди,Характер,B2,severo,строгий,пользователь
Люди,Характер,B2,simplón,"простак, наивный",пользователь
Люди,Характер,B2,sobreprotector,гиперопекающий,пользователь
Люди,Характер,B2,soñador,мечтатель,пользователь
Люди,Характер,B2,superficial,поверхностный,пользователь
Люди,Характер,C1,arrogante,высокомерный,пользователь
Люди,Характер,C1,comedido,"сдержанный, осторожный",пользователь
Люди,Характер,C1,cómplice,заговорщический,пользователь
Люди,Характер,C1,entrometido,"назойливый, всюду лезущий",пользователь
Люди,Характер,C1,escrupuloso,щепетильный,пользователь
Люди,Характер,C1,estirado,"чопорный, надменный",пользователь
Люди,Характер,C1,histriónico,"театральный, наигранный",пользователь
Люди,Характер,C1,lúgubre,"мрачный, унылый",пользователь
Люди,Характер,C1,mujeriego,бабник,пользователь
Люди,Характер,C1,preocupadizo,"тревожный, мнительный",пользователь
Люди,Характер,C1,quisquilloso,придирчивый,пользователь
Люди,Характер,C1,salido,похотливый,пользователь
Люди,Характер,C1,testarudo,"упрямый, несговорчивый",пользователь
Люди,Характер,C1,tiquismiquis,"придира, педант",пользователь
Люди,Характер,C1,íntegro,"честный, безупречный",пользователь
Люди,Характер,B1,avaro,жадный,Claude (proespanol.ru)
Люди,Характер,B2,malevolo,злой,Claude (proespanol.ru)
Люди,Характер,B2,presuntuoso,самовлюбленный,Claude (proespanol.ru)
Люди,Части тела,A2,barba,борода,пользователь
Люди,Части тела,A2,bigote,усы,пользователь
Люди,Части тела,A2,boca,рот,пользователь
Люди,Части тела,A2,brazo,рука,пользователь
Люди,Части тела,A2,cabeza,голова,пользователь
Люди,Части тела,A2,cara,лицо,пользователь
Люди,Части тела,A2,corazón,сердце,пользователь
Люди,Части тела,A2,dedo,палец,пользователь
Люди,Части тела,A2,diente,зуб,пользователь
Люди,Части тела,A2,espalda,спина,пользователь
Люди,Части тела,A2,estómago,"живот, желудок",пользователь
Люди,Части тела,A2,garganta,горло,пользователь
Люди,Части тела,A2,mano,"кисть, рука",пользователь
Люди,Части тела,A2,muela,коренной зуб,пользователь
Люди,Части тела,A2,nariz,нос,пользователь
Люди,Части тела,A2,ojo,глаз,пользователь
Люди,Части тела,A2,oreja,ухо,пользователь
Люди,Части тела,A2,pelo,волосы,пользователь
Люди,Части тела,A2,pie,"ступня, нога",пользователь
Люди,Части тела,A2,piel,кожа,пользователь
Люди,Части тела,A2,pierna,нога,пользователь
Люди,Части тела,A2,tripa,живот,пользователь
Люди,Части тела,B1,articulación,сустав,пользователь
Люди,Части тела,B1,barbilla,подбородок,пользователь
Люди,Части тела,B1,ceja,бровь,пользователь
Люди,Части тела,B1,cerebro,мозг,пользователь
Люди,Части тела,B1,codo,локоть,пользователь
Люди,Части тела,B1,espina dorsal,позвоночник,пользователь
Люди,Части тела,B1,hombro,плечо,пользователь
Люди,Части тела,B1,hígado,печень,пользователь
Люди,Части тела,B1,labio,губа,пользователь
Люди,Части тела,B1,mejilla,щека,пользователь
Люди,Части тела,B1,orina,моча,пользователь
Люди,Части тела,B1,oído,ухо (внутреннее),пользователь
Люди,Части тела,B1,pestaña,ресница,пользователь
Люди,Части тела,B1,pulmón,лёгкое,пользователь
Люди,Части тела,B1,riñón,почка,пользователь
Люди,Части тела,B1,rodilla,колено,пользователь
Люди,Части тела,B1,sangre,кровь,пользователь
Люди,Части тела,B1,tobillo,лодыжка,пользователь
Люди,Части тела,B1,uña,ноготь,пользователь
Люди,Части тела,B1,vejiga,мочевой пузырь,пользователь
Люди,Части тела,B1,útero,матка,пользователь
Люди,Эмоции,A1,aburrirse,скучать,пользователь
Люди,Эмоции,A1,confuso,растерянный,Claude (proespanol.ru)
Люди,Эмоции,A1,contento,довольный,Claude (proespanol.ru)
Люди,Эмоции,A1,el respeto,уважение,Claude (proespanol.ru)
Люди,Эмоции,A1,el sentimiento,чувство,Claude (proespanol.ru)
Люди,Эмоции,A1,enfadarse,сердиться,пользователь
Люди,Эмоции,A1,estar alegre,радоваться,пользователь
Люди,Эмоции,A1,estar contento,быть довольным,пользователь
Люди,Эмоции,A1,estar tranquilo,быть спокойным,пользователь
Люди,Эмоции,A1,estar triste,быть грустным,пользователь
Люди,Эмоции,A1,la admiración,восхищение,Claude (proespanol.ru)
Люди,Эмоции,A1,La emoción,эмоция,Claude (proespanol.ru)
Люди,Эмоции,A1,la esperanza,надежда,Claude (proespanol.ru)
Люди,Эмоции,A1,preocuparse,беспокоиться,пользователь
Люди,Эмоции,A1,tener miedo,бояться,пользователь
Люди,Эмоции,A1,tener vergüenza,стыдиться,пользователь
Люди,Эмоции,A1,triste,грустный,Claude (proespanol.ru)
Люди,Эмоции,A2,aburrido,скучающий,Claude (proespanol.ru)
Люди,Эмоции,A2,alegre,веселый,Claude (proespanol.ru)
Люди,Эмоции,A2,la alegría,радость,Claude (proespanol.ru)
Люди,Эмоции,A2,la envidia,зависть,Claude (proespanol.ru)
Люди,Эмоции,A2,la felicidad,счастье,Claude (proespanol.ru)
Люди,Эмоции,A2,la tristeza,грусть,Claude (proespanol.ru)
Люди,Эмоции,A2,nervioso,взволнованный,Claude (proespanol.ru)
Люди,Эмоции,B1,agobiarse,быть перегруженным,пользователь
Люди,Эмоции,B1,deprimirse,впадать в депрессию,пользователь
Люди,Эмоции,B1,desesperarse,отчаиваться,пользователь
Люди,Эмоции,B1,el sufrimiento,страдание,Claude (proespanol.ru)
Люди,Эмоции,B1,enfadado,рассерженный,Claude (proespanol.ru)
Люди,Эмоции,B1,estar cabreado,быть взбешённым,пользователь
Люди,Эмоции,B1,estar confuso,быть растерянным,пользователь
Люди,Эмоции,B1,estar disgustado,быть расстроенным,пользователь
Люди,Эмоции,B1,estar estresado,быть в стрессе,пользователь
Люди,Эмоции,B1,estar horrorizado,быть в ужасе,пользователь
Люди,Эмоции,B1,estar humillado,быть униженным,пользователь
Люди,Эмоции,B1,estar nervioso,нервничать,пользователь
Люди,Эмоции,B1,estar tenso,быть напряжённым,пользователь
Люди,Эмоции,B1,guardar rencor,затаить обиду,пользователь
Люди,Эмоции,B1,indignarse,возмущаться,пользователь
Люди,Эмоции,B1,la desilusión,разочарование,Claude (proespanol.ru)
Люди,Эмоции,B1,la pereza,лень,Claude (proespanol.ru)
Люди,Эмоции,B1,llevarse una decepción,разочароваться,пользователь
Люди,Эмоции,B1,quedarse de piedra,остолбенеть,пользователь
Люди,Эмоции,B1,sentir impotencia,чувствовать бессилие,пользователь
Люди,Эмоции,B1,sentir rabia,чувствовать ярость,пользователь
Люди,Эмоции,B1,sorprenderse,удивляться,пользователь
Люди,Эмоции,B1,tener angustia,испытывать тревогу,пользователь
Люди,Эмоции,B1,tener ansiedad,тревожиться,пользователь
Люди,Эмоции,B2,la maldad,злоба,Claude (proespanol.ru)
Люди,Эмоции,A2,asustado,испуганный,Claude (proespanol.ru)
Люди,Эмоции,B1,avergonzado,смущенный,Claude (proespanol.ru)
Люди,Эмоции,B1,ofendido,обиженный,Claude (proespanol.ru)
Люди,Эмоции,A2,preocupado,обеспокоенный,Claude (proespanol.ru)
Люди,Эмоции,A2,sorprendido,удивленный,Claude (proespanol.ru)
Магазины и одежда,Магазины,A1,El cliente,Покупатель,Claude (proespanol.ru)
Магазины и одежда,Магазины,A1,El mercado,Рынок,Claude (proespanol.ru)
Магазины и одежда,Магазины,A1,El supermercado,Супермаркет,Claude (proespanol.ru)
Магазины и одежда,Магазины,A1,La perfumería,Парфюмерный магазин,Claude (proespanol.ru)
Магазины и одежда,Магазины,A1,La sección,Отдел,Claude (proespanol.ru)
Магазины и одежда,Магазины,A1,La tienda,Магазин,Claude (proespanol.ru)
Магазины и одежда,Магазины,A1,La tienda de discos,Музыкальный магазин,Claude (proespanol.ru)
Магазины и одежда,Магазины,A1,La tienda de muebles,Мебельный магазин,Claude (proespanol.ru)
Магазины и одежда,Магазины,A2,centro comercial,торговый центр,пользователь
Магазины и одежда,Магазины,A2,Comprar,Покупать,Claude (proespanol.ru)
Магазины и одежда,Магазины,A2,El dependiente,Продавец,Claude (proespanol.ru)
Магазины и одежда,Магазины,A2,farmacia,аптека,пользователь
Магазины и одежда,Магазины,A2,frutería,овощная лавка,пользователь
Магазины и одежда,Магазины,A2,gasolinera,заправка,пользователь
Магазины и одежда,Магазины,A2,La frutería,Фруктовый магазин,Claude (proespanol.ru)
Магазины и одежда,Магазины,A2,La librería,Книжный магазин,Claude (proespanol.ru)
Магазины и одежда,Магазины,A2,La panadería,Булочная,Claude (proespanol.ru)
Магазины и одежда,Магазины,A2,La papelería,Магазин канцтоваров,Claude (proespanol.ru)
Магазины и одежда,Магазины,A2,La pastelería,Кондитерская,Claude (proespanol.ru)
Магазины и одежда,Магазины,A2,La zapatería,Обувной магазин,Claude (proespanol.ru)
Магазины и одежда,Магазины,A2,librería,книжный магазин,пользователь
Магазины и одежда,Магазины,A2,panadería,булочная,пользователь
Магазины и одежда,Магазины,A2,pastelería,кондитерская,пользователь
Магазины и одежда,Магазины,A2,peluquería,парикмахерская,пользователь
Магазины и одежда,Магазины,A2,Vender,Продавать,Claude (proespanol.ru)
Магазины и одежда,Магазины,A2,zapatería,обувной магазин,пользователь
Магазины и одежда,Магазины,B1,carnicería,мясная лавка,пользователь
Магазины и одежда,Магазины,B1,charcutería,колбасная лавка,пользователь
Магазины и одежда,Магазины,B1,estanco,табачный киоск,пользователь
Магазины и одежда,Магазины,B1,ferretería,хозяйственный магазин,пользователь
Магазины и одежда,Магазины,B1,floristería,цветочный магазин,пользователь
Магазины и одежда,Магазины,B1,herbolario,магазин трав,пользователь
Магазины и одежда,Магазины,B1,joyería,ювелирный магазин,пользователь
Магазины и одежда,Магазины,B1,La boutique,Бутик,Claude (proespanol.ru)
Магазины и одежда,Магазины,B1,La carnicería,Мясной магазин,Claude (proespanol.ru)
Магазины и одежда,Магазины,B1,La floristería,Цветочный магазин,Claude (proespanol.ru)
Магазины и одежда,Магазины,B1,La joyería,Ювелирный магазин,Claude (proespanol.ru)
Магазины и одежда,Магазины,B1,La mercería,Галантерейный магазин,Claude (proespanol.ru)
Магазины и одежда,Магазины,B1,La pescadería,Рыбный магазин,Claude (proespanol.ru)
Магазины и одежда,Магазины,B1,La verdulería,Овощной магазин,Claude (proespanol.ru)
Магазины и одежда,Магазины,B1,lencería,магазин белья,пользователь
Магазины и одежда,Магазины,B1,mercería,галантерея,пользователь
Магазины и одежда,Магазины,B1,pescadería,рыбный магазин,пользователь
Магазины и одежда,Магазины,B1,verdulería,овощная лавка,пользователь
Магазины и одежда,Магазины,C1,La juguetería,Магазин игрушек,Claude (proespanol.ru)
Магазины и одежда,Магазины,B2,La peletería,Меховой магазин,Claude (proespanol.ru)
Магазины и одежда,Магазины,B2,La relojería,Часовой магазин,Claude (proespanol.ru)
Магазины и одежда,Магазины,A1,Las compras,Покупки,Claude (proespanol.ru)
Магазины и одежда,Материалы,A2,algodón,хлопок,пользователь
Магазины и одежда,Материалы,A2,cartón,картон,пользователь
Магазины и одежда,Материалы,A2,cuero,кожа,пользователь
Магазины и одежда,Материалы,A2,lana,шерсть,пользователь
Магазины и одежда,Материалы,A2,madera,дерево,пользователь
Магазины и одежда,Материалы,A2,oro,золото,пользователь
Магазины и одежда,Материалы,A2,papel,бумага,пользователь
Магазины и одежда,Материалы,A2,piedra,камень,пользователь
Магазины и одежда,Материалы,A2,plata,серебро,пользователь
Магазины и одежда,Материалы,A2,plástico,пластик,пользователь
Магазины и одежда,Материалы,A2,seda,шёлк,пользователь
Магазины и одежда,Материалы,A2,tela,ткань,пользователь
Магазины и одежда,Материалы,B1,acero,сталь,пользователь
Магазины и одежда,Материалы,B1,barro,глина,пользователь
Магазины и одежда,Материалы,B1,carbón,уголь,пользователь
Магазины и одежда,Материалы,B1,cemento,цемент,пользователь
Магазины и одежда,Материалы,B1,cobre,медь,пользователь
Магазины и одежда,Материалы,B1,cristal,стекло,пользователь
Магазины и одежда,Материалы,B1,estaño,олово,пользователь
Магазины и одежда,Материалы,B1,goma,резина,пользователь
Магазины и одежда,Материалы,B1,hierro,железо,пользователь
Магазины и одежда,Материалы,B1,hojalata,жесть,пользователь
Магазины и одежда,Материалы,B1,ladrillo,кирпич,пользователь
Магазины и одежда,Материалы,B1,mimbre,лоза (ивовый прут),пользователь
Магазины и одежда,Материалы,B1,papel aluminio,алюминиевая фольга,пользователь
Магазины и одежда,Материалы,B1,pizarra,сланец,пользователь
Магазины и одежда,Материалы,B1,roca,камень (скала),пользователь
Магазины и одежда,Материалы,B1,teja,черепица,пользователь
Магазины и одежда,Одежда,A1,abrigo,пальто,пользователь
Магазины и одежда,Одежда,A1,botas,сапоги,пользователь
Магазины и одежда,Одежда,A1,camisa,рубашка,пользователь
Магазины и одежда,Одежда,A1,camiseta,футболка,пользователь
Магазины и одежда,Одежда,A1,chaqueta,куртка,пользователь
Магазины и одежда,Одежда,A1,El abrigo,Пальто,Claude (proespanol.ru)
Магазины и одежда,Одежда,A1,El guante,Перчатка,Claude (proespanol.ru)
Магазины и одежда,Одежда,A1,El jersey,Пуловер,Claude (proespanol.ru)
Магазины и одежда,Одежда,A1,El traje de hombre,Деловой костюм,Claude (proespanol.ru)
Магазины и одежда,Одежда,A1,El traje deportivo,Спортивный костюм,Claude (proespanol.ru)
Магазины и одежда,Одежда,A1,El vestido,Платье,Claude (proespanol.ru)
Магазины и одежда,Одежда,A1,El vestido de noche,Вечернее платье,Claude (proespanol.ru)
Магазины и одежда,Одежда,A1,falda,юбка,пользователь
Магазины и одежда,Одежда,A1,jersey,свитер,пользователь
Магазины и одежда,Одежда,A1,La camisa,Рубашка,Claude (proespanol.ru)
Магазины и одежда,Одежда,A1,La camiseta,Футболка,Claude (proespanol.ru)
Магазины и одежда,Одежда,A1,La chaqueta,Пиджак,Claude (proespanol.ru)
Магазины и одежда,Одежда,A1,La falda,Юбка,Claude (proespanol.ru)
Магазины и одежда,Одежда,A1,La ropa de caballero,Мужская одежда,Claude (proespanol.ru)
Магазины и одежда,Одежда,A1,La ropa de señora,Женская одежда,Claude (proespanol.ru)
Магазины и одежда,Одежда,A1,Los zapatos,Туфли,Claude (proespanol.ru)
Магазины и одежда,Одежда,A1,Los zapatos deportivos,Кроссовки,Claude (proespanol.ru)
Магазины и одежда,Одежда,A1,pantalón,брюки,пользователь
Магазины и одежда,Одежда,A1,sandalias,сандалии,пользователь
Магазины и одежда,Одежда,A1,traje,костюм,пользователь
Магазины и одежда,Одежда,A1,vestido,платье,пользователь
Магазины и одежда,Одежда,A1,zapatos,"туфли, обувь",пользователь
Магазины и одежда,Одежда,A2,bañador,"купальник, плавки",пользователь
Магазины и одежда,Одежда,A2,bufanda,шарф,пользователь
Магазины и одежда,Одежда,A2,calcetines,носки,пользователь
Магазины и одежда,Одежда,A2,cazadora,тёплая куртка,пользователь
Магазины и одежда,Одежда,A2,chándal,спортивный костюм,пользователь
Магазины и одежда,Одежда,A2,corbata,галстук,пользователь
Магазины и одежда,Одежда,A2,deportivas,кроссовки,пользователь
Магазины и одежда,Одежда,A2,El pañuelo,Платок,Claude (proespanol.ru)
Магазины и одежда,Одежда,A2,gorro,вязаная шапка,пользователь
Магазины и одежда,Одежда,A2,guantes,перчатки,пользователь
Магазины и одежда,Одежда,A2,La blusa,Блузка,Claude (proespanol.ru)
Магазины и одежда,Одежда,A2,La cazadora,Куртка,Claude (proespanol.ru)
Магазины и одежда,Одежда,A2,La corbata,Галстук,Claude (proespanol.ru)
